CVE,Date,CWE,Severity
CVE-2025-48421,2025-05-21T06:16:27.937,N/A,N/A
CVE-2025-3781,2025-05-21T12:16:21.677,CWE-79,6.4
CVE-2025-48415,2025-05-21T13:16:02.810,CWE-749,6.2
CVE-2025-0372,2025-05-21T17:15:55.210,CWE-362,5.9
CVE-2025-48010,2025-05-21T17:15:58.370,CWE-288,4.8
CVE-2025-27558,2025-05-21T19:16:08.200,CWE-345,9.1
CVE-2025-34027,2025-05-21T22:15:50.680,CWE-367,10.0
CVE-2025-3883,2025-05-22T01:15:54.040,CWE-78,N/A
CVE-2025-3937,2025-05-22T13:15:56.457,CWE-916,9.8
CVE-2025-5076,2025-05-22T14:16:08.927,CWE-119;CWE-120,9.8
CVE-2025-45468,2025-05-22T16:15:54.843,CWE-732,8.8
CVE-2025-30171,2025-05-22T18:15:41.900,CWE-863,9.0
CVE-2025-4692,2025-05-23T00:15:20.020,CWE-266,6.8
CVE-2025-5105,2025-05-23T12:15:19.423,CWE-244,7.3
CVE-2025-31913,2025-05-23T13:15:28.140,CWE-98,8.1
CVE-2025-39489,2025-05-23T13:15:30.757,CWE-266,9.8
CVE-2025-46437,2025-05-23T13:15:33.757,CWE-79,7.1
CVE-2025-46493,2025-05-23T13:15:36.420,CWE-79,6.5
CVE-2025-47532,2025-05-23T13:15:39.057,CWE-502,9.8
CVE-2025-47642,2025-05-23T13:15:41.767,CWE-434,10.0
CVE-2025-48275,2025-05-23T13:15:44.287,CWE-862,6.5
CVE-2025-32967,2025-05-23T16:15:25.453,CWE-778,5.4
CVE-2025-48753,2025-05-24T03:15:23.863,CWE-362,2.9
CVE-2025-5132,2025-05-24T21:15:28.977,CWE-352;CWE-862,8.8
CVE-2025-5153,2025-05-25T18:15:19.487,CWE-79;CWE-94,4.8
CVE-2025-5169,2025-05-26T05:15:19.387,CWE-119;CWE-125,5.5
CVE-2025-5177,2025-05-26T10:15:21.627,CWE-79;CWE-94,4.7
CVE-2025-5186,2025-05-26T13:15:20.933,CWE-918,8.8
CVE-2025-5206,2025-05-26T22:15:19.480,CWE-74;CWE-89,9.8
CVE-2025-48744,2025-05-27T03:15:23.707,CWE-22,9.8
CVE-2025-48794,2025-05-27T04:15:41.160,N/A,N/A
CVE-2025-41653,2025-05-27T09:15:21.903,CWE-410,7.5
CVE-2025-48798,2025-05-27T14:15:24.307,CWE-416,7.3
CVE-2025-45475,2025-05-27T18:15:31.303,CWE-918,5.4
CVE-2025-32440,2025-05-27T22:15:21.980,CWE-306,9.8
CVE-2025-4947,2025-05-28T07:15:24.780,CWE-295,6.5
CVE-2025-3864,2025-05-28T12:15:19.760,CWE-772,2.3
CVE-2025-48926,2025-05-28T17:15:24.663,CWE-288,7.5
CVE-2025-27703,2025-05-28T21:15:21.437,CWE-281,6.0
CVE-2025-37994,2025-05-29T14:15:35.897,N/A,N/A
CVE-2025-48471,2025-05-29T16:15:40.650,CWE-434,9.8
CVE-2025-47933,2025-05-29T20:15:27.473,CWE-79,5.4
CVE-2025-5332,2025-05-29T23:15:26.680,CWE-74;CWE-89,9.8
CVE-2025-48478,2025-05-30T05:15:22.460,CWE-841;NVD-CWE-noinfo,4.9
CVE-2025-48485,2025-05-30T07:15:22.857,CWE-79,5.4
CVE-2025-4635,2025-05-30T09:15:25.677,CWE-20,6.6
CVE-2025-3230,2025-05-30T15:15:41.043,CWE-303,5.4
CVE-2025-48885,2025-05-30T19:15:29.723,CWE-352,5.7
CVE-2025-48948,2025-05-30T20:15:43.910,CWE-863,6.5
CVE-2025-4631,2025-05-31T07:15:21.263,CWE-285,9.8
CVE-2025-5381,2025-05-31T15:15:20.017,CWE-22,7.2
CVE-2025-5402,2025-06-01T14:15:21.250,CWE-74;CWE-89,9.8
CVE-2025-20674,2025-06-02T03:15:24.737,CWE-863,9.8
CVE-2025-5431,2025-06-02T06:15:20.740,CWE-74;CWE-89,8.8
CVE-2025-5439,2025-06-02T10:15:21.907,CWE-77;CWE-78,8.8
CVE-2025-48990,2025-06-02T12:15:25.997,CWE-122,8.6
CVE-2025-37096,2025-06-02T15:15:34.193,CWE-77,9.8
CVE-2025-45387,2025-06-02T18:15:24.517,CWE-79,5.4
CVE-2025-4224,2025-06-03T03:15:28.093,CWE-79,7.2
CVE-2025-46355,2025-06-03T08:15:19.813,CWE-276,7.0
CVE-2025-5497,2025-06-03T13:15:21.310,CWE-20;CWE-502,9.8
CVE-2025-23103,2025-06-03T16:15:23.650,CWE-787,8.6
CVE-2025-30359,2025-06-03T18:15:25.243,CWE-749,5.9
CVE-2025-5523,2025-06-03T20:15:22.387,CWE-79;CWE-94,6.1
CVE-2025-5550,2025-06-04T01:15:20.250,CWE-119;CWE-120,9.8
CVE-2025-5556,2025-06-04T04:15:59.447,CWE-74;CWE-89,8.8
CVE-2025-5539,2025-06-04T05:15:24.733,CWE-79,6.4
CVE-2025-47727,2025-06-04T08:15:22.320,CWE-787,7.3
CVE-2025-1701,2025-06-04T14:15:27.050,CWE-20;CWE-306,8.9
CVE-2025-20259,2025-06-04T17:15:26.620,CWE-22,5.3
CVE-2025-5604,2025-06-04T19:15:26.160,CWE-74;CWE-89,9.8
CVE-2025-5608,2025-06-04T20:15:24.837,CWE-119;CWE-120,8.8
CVE-2025-5621,2025-06-05T00:15:23.760,CWE-77;CWE-78,9.8
CVE-2025-5635,2025-06-05T04:15:55.470,CWE-119;CWE-120,9.8
CVE-2025-5648,2025-06-05T09:15:23.123,CWE-119;NVD-CWE-noinfo,2.5
CVE-2025-27445,2025-06-05T14:15:31.413,CWE-35,5.4
CVE-2025-5670,2025-06-05T17:15:30.117,CWE-74;CWE-89,8.8
CVE-2025-48133,2025-06-05T21:15:22.300,CWE-862,9.8
CVE-2025-5714,2025-06-06T04:15:54.847,CWE-22,4.3
CVE-2025-48904,2025-06-06T07:15:25.753,CWE-288,6.2
CVE-2025-5541,2025-06-06T07:15:29.280,CWE-79,6.4
CVE-2025-5737,2025-06-06T09:15:23.607,CWE-119;CWE-120,8.8
CVE-2025-41362,2025-06-06T12:15:22.397,CWE-94,5.3
CVE-2025-49077,2025-06-06T12:15:25.017,CWE-352,4.3
CVE-2025-27360,2025-06-06T13:15:27.593,CWE-352,4.3
CVE-2025-28997,2025-06-06T13:15:30.303,CWE-862,5.3
CVE-2025-30638,2025-06-06T13:15:33.063,CWE-79,5.9
CVE-2025-30950,2025-06-06T13:15:35.793,CWE-79,6.5
CVE-2025-30990,2025-06-06T13:15:38.363,CWE-862,4.3
CVE-2025-49241,2025-06-06T13:15:41.637,CWE-862,5.3
CVE-2025-49286,2025-06-06T13:15:44.303,CWE-352,4.3
CVE-2025-49310,2025-06-06T13:15:46.917,CWE-79,6.5
CVE-2025-49333,2025-06-06T13:15:52.420,CWE-79,5.9
CVE-2025-5764,2025-06-06T13:16:02.073,CWE-79;CWE-94,5.4
CVE-2025-22486,2025-06-06T16:15:24.330,CWE-295,8.8
CVE-2025-5750,2025-06-06T16:15:30.273,CWE-122,N/A
CVE-2025-5473,2025-06-06T19:15:27.463,CWE-190,8.8
CVE-2025-5568,2025-06-07T12:15:23.370,CWE-79,5.4
CVE-2025-25217,2025-06-08T12:15:21.933,CWE-476,5.5
CVE-2025-35008,2025-06-08T21:15:32.363,CWE-88,7.1
CVE-2025-5859,2025-06-09T04:15:45.350,CWE-74;CWE-89,8.8
CVE-2025-5867,2025-06-09T08:15:22.140,CWE-404;CWE-476,9.8
CVE-2025-40668,2025-06-09T13:15:22.633,CWE-863,6.5
CVE-2025-24767,2025-06-09T16:15:35.047,CWE-89,9.3
CVE-2025-31059,2025-06-09T16:15:37.670,CWE-89,9.3
CVE-2025-39475,2025-06-09T16:15:40.230,CWE-35,8.1
CVE-2025-48125,2025-06-09T16:15:42.840,CWE-98,8.1
CVE-2025-49278,2025-06-09T16:15:45.667,CWE-98,8.1
CVE-2025-49653,2025-06-09T18:15:27.033,CWE-200,8.0
CVE-2025-5896,2025-06-09T21:15:47.517,CWE-400;CWE-1333,7.5
CVE-2025-5905,2025-06-10T00:15:22.653,CWE-119;CWE-120,8.8
CVE-2025-5906,2025-06-10T01:15:23.720,CWE-287;CWE-306,9.8
CVE-2025-4954,2025-06-10T06:15:22.403,CWE-434,8.8
CVE-2025-40654,2025-06-10T10:15:26.990,CWE-89,9.8
CVE-2025-4774,2025-06-10T12:15:24.917,CWE-79,5.4
CVE-2025-27206,2025-06-10T16:15:36.273,CWE-284,5.3
CVE-2025-49143,2025-06-10T16:15:42.450,CWE-200;NVD-CWE-noinfo,5.9
CVE-2025-32712,2025-06-10T17:21:47.883,CWE-416,7.8
CVE-2025-33057,2025-06-10T17:22:25.360,CWE-476,6.5
CVE-2025-33112,2025-06-10T17:23:11.607,CWE-23,8.4
CVE-2025-47169,2025-06-10T17:23:45.317,CWE-122,7.8
CVE-2025-5970,2025-06-10T17:25:24.033,CWE-79;CWE-94,5.4
CVE-2025-43573,2025-06-10T19:15:32.273,CWE-416,7.8
CVE-2025-5976,2025-06-10T20:15:25.297,CWE-79;CWE-94,5.4
CVE-2025-46847,2025-06-10T23:15:25.423,CWE-79,5.4
CVE-2025-46870,2025-06-10T23:15:28.080,CWE-79,5.4
CVE-2025-46887,2025-06-10T23:15:30.763,CWE-79,5.4
CVE-2025-46906,2025-06-10T23:15:33.373,CWE-79,5.4
CVE-2025-46924,2025-06-10T23:15:35.957,CWE-79,5.4
CVE-2025-46947,2025-06-10T23:15:38.477,CWE-79,5.4
CVE-2025-46968,2025-06-10T23:15:41.053,CWE-79,5.4
CVE-2025-46987,2025-06-10T23:15:43.627,CWE-79,5.4
CVE-2025-47010,2025-06-10T23:15:46.153,CWE-79,5.4
CVE-2025-47031,2025-06-10T23:15:48.693,CWE-79,5.4
CVE-2025-47050,2025-06-10T23:15:51.257,CWE-79,5.4
CVE-2025-47073,2025-06-10T23:15:53.813,CWE-79,5.4
CVE-2025-47090,2025-06-10T23:15:56.350,CWE-79,5.4
CVE-2025-1055,2025-06-11T00:15:24.273,CWE-862,5.6
CVE-2025-4798,2025-06-11T04:15:58.497,CWE-200;NVD-CWE-noinfo,4.9
CVE-2025-5144,2025-06-11T13:15:24.823,CWE-79,5.4
CVE-2025-1698,2025-06-11T17:15:41.730,CWE-476,2.8
CVE-2025-6006,2025-06-12T02:15:27.257,CWE-74;CWE-89,7.2
CVE-2025-5301,2025-06-12T08:15:23.603,CWE-79,6.1
CVE-2025-49187,2025-06-12T14:15:31.153,CWE-204,5.3
CVE-2025-49467,2025-06-12T16:15:23.363,CWE-89,9.3
CVE-2025-5484,2025-06-12T20:15:22.113,CWE-1390,8.3
CVE-2025-4586,2025-06-13T03:15:51.710,CWE-79,5.4
CVE-2025-22237,2025-06-13T07:15:21.010,CWE-77,6.7
CVE-2025-45987,2025-06-13T12:15:34.280,CWE-77,9.8
CVE-2025-48916,2025-06-13T16:15:26.790,CWE-862,6.5
CVE-2025-24311,2025-06-13T21:15:20.197,CWE-125,8.4
CVE-2025-6059,2025-06-14T03:15:22.283,CWE-352,4.3
CVE-2025-4667,2025-06-14T10:15:18.853,CWE-79,6.4
CVE-2025-6097,2025-06-16T00:15:18.773,CWE-620;CWE-640,5.3
CVE-2025-6112,2025-06-16T08:15:20.010,CWE-119;CWE-120,8.8
CVE-2025-47869,2025-06-16T11:15:18.590,CWE-119,9.8
CVE-2025-48976,2025-06-16T15:15:24.460,CWE-770,7.5
CVE-2025-6177,2025-06-16T17:15:31.813,CWE-269,7.4
CVE-2025-27587,2025-06-16T22:15:44.093,CWE-385,5.3
CVE-2025-4775,2025-06-17T02:15:19.867,CWE-79,6.4
CVE-2025-6157,2025-06-17T03:15:26.553,CWE-74;CWE-89,9.8
CVE-2025-6050,2025-06-17T11:15:22.400,CWE-79,4.8
CVE-2025-29002,2025-06-17T15:15:41.360,CWE-98,8.1
CVE-2025-48145,2025-06-17T15:15:44.513,CWE-79,7.1
CVE-2025-49257,2025-06-17T15:15:47.423,CWE-98,8.1
CVE-2025-49855,2025-06-17T15:15:50.030,CWE-79,6.5
CVE-2025-49879,2025-06-17T15:15:52.567,CWE-22,8.6
CVE-2025-34510,2025-06-17T19:15:31.557,CWE-23,8.8
CVE-2025-5141,2025-06-17T20:15:32.583,CWE-524,5.5
CVE-2025-49385,2025-06-17T21:15:39.960,CWE-64,7.1
CVE-2025-38007,2025-06-18T10:15:31.907,N/A,N/A
CVE-2025-38024,2025-06-18T10:15:34.333,N/A,N/A
CVE-2025-38041,2025-06-18T10:15:36.533,NVD-CWE-noinfo,5.5
CVE-2025-38059,2025-06-18T10:15:38.703,CWE-476,5.5
CVE-2025-38076,2025-06-18T10:15:41.110,CWE-416,7.8
CVE-2025-36048,2025-06-18T16:15:27.080,CWE-250,7.2
CVE-2025-49591,2025-06-18T23:15:19.403,CWE-284;CWE-287;NVD-CWE-noinfo,9.1
CVE-2025-6201,2025-06-19T03:15:26.017,CWE-79,6.4
CVE-2025-6267,2025-06-19T14:15:55.323,CWE-74;CWE-89,9.8
CVE-2025-6277,2025-06-19T21:15:26.837,CWE-74;CWE-89,9.8
CVE-2025-6291,2025-06-20T01:15:39.067,CWE-119;CWE-121,8.8
CVE-2025-6309,2025-06-20T05:15:30.093,CWE-74;CWE-89,8.8
CVE-2025-6323,2025-06-20T09:15:23.687,CWE-74;CWE-89,9.8
CVE-2025-6340,2025-06-20T13:15:19.790,CWE-79;CWE-94,5.4
CVE-2025-46179,2025-06-20T15:15:20.860,CWE-89,9.8
CVE-2025-49979,2025-06-20T15:15:23.570,CWE-862,4.3
CVE-2025-49998,2025-06-20T15:15:26.063,CWE-862,5.4
CVE-2025-50024,2025-06-20T15:15:28.550,CWE-79,5.9
CVE-2025-50047,2025-06-20T15:15:31.150,CWE-79,6.5
CVE-2025-52783,2025-06-20T15:15:33.657,CWE-352,7.1
CVE-2025-45890,2025-06-20T16:15:29.240,CWE-22,9.8
CVE-2025-6357,2025-06-20T18:15:29.477,CWE-74;CWE-89,9.8
CVE-2025-6364,2025-06-20T21:15:22.957,CWE-74;CWE-89,9.8
CVE-2025-6218,2025-06-21T01:15:29.123,CWE-22,N/A
CVE-2025-6402,2025-06-21T09:15:22.193,CWE-119;CWE-120,8.8
CVE-2025-6415,2025-06-21T19:15:22.583,CWE-74;CWE-89,8.8
CVE-2025-6449,2025-06-22T01:15:24.283,CWE-74;CWE-89,9.8
CVE-2025-6474,2025-06-22T12:15:19.777,CWE-74;CWE-89,9.8
CVE-2025-6493,2025-06-22T22:15:22.430,CWE-400;CWE-1333,5.3
CVE-2025-23049,2025-06-23T12:15:22.603,CWE-78,8.4
CVE-2025-52968,2025-06-23T15:15:29.350,CWE-420,2.7
CVE-2025-49574,2025-06-23T20:15:28.170,CWE-668,6.4
CVE-2025-34032,2025-06-24T01:15:24.350,CWE-79,6.1
CVE-2025-48466,2025-06-24T03:15:34.013,CWE-863,8.1
CVE-2025-6559,2025-06-24T03:15:35.700,CWE-78,9.8
CVE-2025-6206,2025-06-24T09:15:25.653,CWE-434,7.5
CVE-2025-6433,2025-06-24T13:15:24.327,CWE-295,9.8
CVE-2025-6569,2025-06-24T15:15:26.017,CWE-79;CWE-94,6.1
CVE-2025-49853,2025-06-24T20:15:25.873,CWE-89,9.1
CVE-2025-6582,2025-06-25T00:15:21.573,CWE-74;CWE-89,8.8
CVE-2025-48991,2025-06-25T14:15:24.943,CWE-352,4.3
CVE-2025-6612,2025-06-25T16:15:27.413,CWE-74;CWE-89,9.8
CVE-2025-5015,2025-06-25T17:15:39.970,CWE-79,8.8
CVE-2025-5833,2025-06-25T18:15:24.203,CWE-345,6.8
CVE-2025-6642,2025-06-25T22:15:21.363,CWE-125,N/A
CVE-2025-6659,2025-06-25T22:15:23.740,CWE-787,N/A
CVE-2025-6258,2025-06-26T02:15:22.573,CWE-79,6.4
CVE-2025-41404,2025-06-26T06:15:23.497,CWE-425,5.3
CVE-2025-6693,2025-06-26T13:15:29.593,CWE-119,7.8
CVE-2025-29331,2025-06-26T15:15:22.690,CWE-295,9.8
CVE-2025-34049,2025-06-26T16:15:28.413,CWE-78,9.4
CVE-2025-53122,2025-06-26T20:15:32.063,CWE-89,6.9
CVE-2025-47821,2025-06-27T03:15:22.160,CWE-259,4.6
CVE-2025-45737,2025-06-27T05:15:33.223,CWE-269,6.5
CVE-2025-5398,2025-06-27T10:15:26.470,CWE-79,5.4
CVE-2025-28990,2025-06-27T12:15:33.033,CWE-98,8.1
CVE-2025-49416,2025-06-27T12:15:37.763,CWE-98,8.1
CVE-2025-52778,2025-06-27T12:15:41.910,CWE-79,7.1
CVE-2025-6762,2025-06-27T12:15:45.280,CWE-918,7.2
CVE-2025-53197,2025-06-27T14:15:42.973,CWE-352,4.3
CVE-2025-53263,2025-06-27T14:15:46.180,CWE-352,5.4
CVE-2025-53280,2025-06-27T14:15:49.303,CWE-79,6.5
CVE-2025-53305,2025-06-27T14:15:52.440,CWE-352,7.1
CVE-2025-53327,2025-06-27T14:15:55.527,CWE-352,4.3
CVE-2025-46708,2025-06-27T17:15:33.803,CWE-280,4.3
CVE-2025-36027,2025-06-28T01:15:25.343,CWE-1021,5.4
CVE-2025-38085,2025-06-28T08:15:24.843,N/A,N/A
CVE-2025-6827,2025-06-28T22:15:24.560,CWE-74;CWE-89,9.8
CVE-2025-6845,2025-06-29T05:15:21.687,CWE-74;CWE-89,9.8
CVE-2025-6863,2025-06-29T15:15:30.550,CWE-74;CWE-89,9.8
CVE-2025-6877,2025-06-30T00:15:22.443,CWE-74;CWE-89,8.8
CVE-2025-3745,2025-06-30T06:15:27.593,CWE-79,6.3
CVE-2025-6899,2025-06-30T09:15:27.160,CWE-77;CWE-78,8.8
CVE-2025-6911,2025-06-30T15:15:24.310,CWE-74;CWE-89,8.8
CVE-2025-6925,2025-06-30T18:15:26.617,CWE-22,9.1
CVE-2025-6932,2025-06-30T23:15:22.103,CWE-255;CWE-259,3.7
CVE-2025-41656,2025-07-01T08:15:24.443,CWE-306,10.0
CVE-2025-37097,2025-07-01T14:15:38.537,CWE-749,7.5
CVE-2025-34060,2025-07-01T15:15:24.620,CWE-20;CWE-502;CWE-829,10.0
CVE-2025-6963,2025-07-01T16:15:24.377,CWE-74;CWE-89,9.8
CVE-2025-45006,2025-07-01T20:15:24.993,CWE-266,9.1
CVE-2025-6686,2025-07-02T04:16:00.243,CWE-79,5.4
CVE-2025-27023,2025-07-02T10:15:22.540,CWE-20,6.5
CVE-2025-53106,2025-07-02T14:15:26.273,CWE-285,8.8
CVE-2025-53359,2025-07-02T16:15:29.443,CWE-754,6.9
CVE-2025-34092,2025-07-02T20:15:30.413,N/A,N/A
CVE-2025-38107,2025-07-03T09:15:24.273,N/A,N/A
CVE-2025-38124,2025-07-03T09:15:26.547,N/A,N/A
CVE-2025-38141,2025-07-03T09:15:28.740,CWE-416,7.8
CVE-2025-38159,2025-07-03T09:15:31.163,N/A,N/A
CVE-2025-1708,2025-07-03T12:15:21.810,CWE-89,8.6
CVE-2025-27460,2025-07-03T12:15:24.203,CWE-312,7.6
CVE-2025-5961,2025-07-03T14:15:33.523,CWE-434,7.2
CVE-2025-34082,2025-07-03T20:15:22.540,CWE-78,9.3
CVE-2025-5956,2025-07-04T03:15:21.747,CWE-862,8.1
CVE-2025-53599,2025-07-04T08:15:25.687,CWE-79,9.8
CVE-2025-29001,2025-07-04T09:15:32.110,CWE-862,4.3
CVE-2025-7060,2025-07-04T11:15:51.683,CWE-20;NVD-CWE-noinfo,8.1
CVE-2025-47634,2025-07-04T12:15:29.090,CWE-862,6.5
CVE-2025-50039,2025-07-04T12:15:33.017,CWE-862,6.5
CVE-2025-48172,2025-07-04T13:15:25.453,CWE-190,5.6
CVE-2025-38192,2025-07-04T14:15:26.280,CWE-476,5.5
CVE-2025-38209,2025-07-04T14:15:29.080,CWE-416,7.8
CVE-2025-38226,2025-07-04T14:15:31.367,N/A,N/A
CVE-2025-53484,2025-07-04T18:15:23.380,CWE-79,9.8
CVE-2025-7074,2025-07-05T09:15:27.913,CWE-400;CWE-1333,7.5
CVE-2025-2904,2025-07-05T23:15:25.643,N/A,N/A
CVE-2025-7079,2025-07-06T13:15:35.413,CWE-255;CWE-259;CWE-798,8.1
CVE-2025-7095,2025-07-06T22:15:24.090,CWE-287;CWE-295,6.1
CVE-2025-53174,2025-07-07T03:15:28.420,CWE-121,3.3
CVE-2025-7110,2025-07-07T04:15:31.707,CWE-79;CWE-94,5.4
CVE-2025-3044,2025-07-07T10:15:26.717,CWE-440,N/A
CVE-2025-7124,2025-07-07T11:15:51.483,CWE-284;CWE-434,8.8
CVE-2025-6714,2025-07-07T15:15:29.263,CWE-400;CWE-834,7.5
CVE-2025-6811,2025-07-07T15:15:32.173,CWE-502,N/A
CVE-2025-53487,2025-07-07T16:15:25.623,CWE-79,5.4
CVE-2025-7136,2025-07-07T17:15:32.693,CWE-74;CWE-89,9.8
CVE-2025-53498,2025-07-07T19:15:23.667,CWE-778,5.3
CVE-2025-7152,2025-07-08T00:15:22.443,CWE-284;CWE-434,8.8
CVE-2025-42970,2025-07-08T01:15:24.290,CWE-22,5.8
CVE-2025-20681,2025-07-08T03:15:27.260,CWE-787,9.8
CVE-2025-53612,2025-07-08T03:15:29.810,N/A,N/A
CVE-2025-7164,2025-07-08T06:15:23.040,CWE-74;CWE-89,9.8
CVE-2025-6743,2025-07-08T07:15:26.410,CWE-79,5.4
CVE-2025-20998,2025-07-08T11:15:25.137,N/A,5.5
CVE-2025-40736,2025-07-08T11:15:29.837,CWE-306,9.8
CVE-2025-40716,2025-07-08T12:15:22.660,CWE-89,9.8
CVE-2025-21450,2025-07-08T13:15:30.740,CWE-287;CWE-863,9.1
CVE-2025-7178,2025-07-08T13:15:33.940,CWE-74;CWE-89,9.8
CVE-2025-5463,2025-07-08T15:15:32.010,CWE-532,5.5
CVE-2025-21165,2025-07-08T17:15:32.210,CWE-787,7.8
CVE-2025-47978,2025-07-08T17:15:38.217,CWE-125,6.5
CVE-2025-48002,2025-07-08T17:15:42.307,CWE-125;CWE-190,5.7
CVE-2025-48817,2025-07-08T17:15:45.867,CWE-23;CWE-284,8.8
CVE-2025-49667,2025-07-08T17:15:50.043,CWE-415,7.8
CVE-2025-49684,2025-07-08T17:15:53.667,CWE-126,5.5
CVE-2025-49702,2025-07-08T17:15:57.380,CWE-843,7.8
CVE-2025-49727,2025-07-08T17:16:00.930,CWE-122,7.0
CVE-2025-53513,2025-07-08T17:16:04.593,CWE-24;CWE-22,6.5
CVE-2025-48386,2025-07-08T19:15:43.410,CWE-120,6.3
CVE-2025-49542,2025-07-08T21:15:27.213,CWE-79,5.2
CVE-2025-47134,2025-07-08T22:15:25.703,CWE-122,7.8
CVE-2025-7198,2025-07-08T22:15:28.563,CWE-74;CWE-89,9.8
CVE-2025-47132,2025-07-08T23:15:26.223,CWE-787,7.8
CVE-2025-53682,2025-07-09T03:15:30.430,N/A,N/A
CVE-2025-6742,2025-07-09T06:15:25.220,CWE-502,7.5
CVE-2025-38245,2025-07-09T11:15:26.597,N/A,N/A
CVE-2025-38262,2025-07-09T11:15:28.570,N/A,N/A
CVE-2025-53655,2025-07-09T16:15:24.937,CWE-256,5.3
CVE-2025-53672,2025-07-09T16:15:26.713,CWE-312,6.5
CVE-2025-6376,2025-07-09T21:15:28.423,CWE-20;CWE-787,7.8
CVE-2025-53749,2025-07-10T03:15:29.393,N/A,N/A
CVE-2025-38272,2025-07-10T08:15:25.423,NVD-CWE-noinfo,5.5
CVE-2025-38289,2025-07-10T08:15:27.470,CWE-416,7.8
CVE-2025-38306,2025-07-10T08:15:29.440,CWE-362,4.7
CVE-2025-38323,2025-07-10T09:15:26.377,N/A,N/A
CVE-2025-38340,2025-07-10T09:15:28.760,CWE-125,7.1
CVE-2025-5040,2025-07-10T12:15:23.893,CWE-122,7.8
CVE-2025-6395,2025-07-10T16:15:25.110,CWE-476,6.5
CVE-2025-28245,2025-07-10T19:15:24.677,CWE-79,6.1
CVE-2025-34096,2025-07-10T20:15:25.110,CWE-119,9.3
CVE-2025-7413,2025-07-10T20:15:28.797,CWE-284;CWE-434,8.8
CVE-2025-7418,2025-07-10T23:15:27.967,CWE-119;CWE-121,8.8
CVE-2025-7420,2025-07-11T00:15:29.187,CWE-119;CWE-121,8.8
CVE-2025-30024,2025-07-11T06:15:24.553,CWE-295,6.8
CVE-2025-50121,2025-07-11T10:15:23.120,CWE-78,9.5
CVE-2025-52951,2025-07-11T15:15:25.740,CWE-693,5.8
CVE-2025-52989,2025-07-11T16:15:26.367,CWE-140,5.1
CVE-2025-3631,2025-07-11T19:15:23.433,CWE-416,7.5
CVE-2025-53877,2025-07-12T03:15:21.447,N/A,N/A
CVE-2025-7518,2025-07-12T10:15:26.217,CWE-22,4.9
CVE-2025-7487,2025-07-12T19:15:26.227,CWE-284;CWE-434,6.3
CVE-2025-7517,2025-07-13T05:15:26.473,CWE-74;CWE-89,9.8
CVE-2025-7536,2025-07-13T18:15:23.523,CWE-74;CWE-89,9.8
CVE-2025-7549,2025-07-13T23:15:23.470,CWE-119;CWE-121,8.8
CVE-2025-7563,2025-07-14T03:15:24.360,CWE-74;CWE-89,8.8
CVE-2025-7576,2025-07-14T06:15:28.690,CWE-266;CWE-284,7.3
CVE-2025-53689,2025-07-14T10:15:28.587,CWE-611,8.8
CVE-2025-7606,2025-07-14T13:15:26.320,CWE-74;CWE-89,9.8
CVE-2025-51654,2025-07-14T17:15:33.877,CWE-89,5.4
CVE-2025-53639,2025-07-14T20:15:29.487,CWE-89,9.8
CVE-2025-53886,2025-07-15T00:15:23.690,CWE-200;CWE-212;CWE-532,4.5
CVE-2025-34068,2025-07-15T13:15:29.267,CWE-306,9.3
CVE-2025-30483,2025-07-15T15:15:24.367,CWE-532,5.5
CVE-2025-26186,2025-07-15T17:15:26.780,CWE-89,8.1
CVE-2025-30746,2025-07-15T20:15:28.827,CWE-79;CWE-352,6.1
CVE-2025-49830,2025-07-15T20:15:40.237,CWE-22,6.5
CVE-2025-50077,2025-07-15T20:15:43.320,CWE-400,4.9
CVE-2025-50094,2025-07-15T20:15:45.537,CWE-400,4.9
CVE-2025-53025,2025-07-15T20:15:48.530,CWE-269,6.0
CVE-2025-49840,2025-07-15T21:15:32.870,CWE-502,9.8
CVE-2025-52688,2025-07-16T07:15:23.007,CWE-77,9.8
CVE-2025-7699,2025-07-16T10:15:29.667,CWE-287,7.1
CVE-2025-53991,2025-07-16T11:15:27.090,CWE-79,6.5
CVE-2025-54026,2025-07-16T11:15:30.223,CWE-89,8.5
CVE-2025-28955,2025-07-16T12:15:23.803,CWE-22,7.5
CVE-2025-32574,2025-07-16T12:15:26.320,CWE-89,8.5
CVE-2025-52777,2025-07-16T12:15:28.793,CWE-79,7.1
CVE-2025-40913,2025-07-16T14:15:25.237,N/A,6.5
CVE-2025-53931,2025-07-16T16:15:28.173,CWE-79,5.4
CVE-2025-53904,2025-07-16T17:15:31.100,CWE-79;CWE-692,1.3
CVE-2025-34126,2025-07-16T22:15:24.143,CWE-22,8.7
CVE-2025-1713,2025-07-17T14:15:30.527,CWE-833,7.5
CVE-2025-53867,2025-07-17T16:15:35.117,CWE-94,9.8
CVE-2025-7750,2025-07-17T19:15:25.970,CWE-74;CWE-89,9.8
CVE-2025-7751,2025-07-17T20:15:32.543,CWE-74;CWE-89,9.8
CVE-2025-6185,2025-07-18T00:15:24.463,CWE-79,9.3
CVE-2025-6222,2025-07-18T06:15:26.730,CWE-434,9.8
CVE-2025-49485,2025-07-18T10:15:33.663,CWE-89,8.6
CVE-2025-53888,2025-07-18T16:15:29.057,CWE-120,9.8
CVE-2025-49747,2025-07-18T17:15:43.503,CWE-862,8.8
CVE-2025-52163,2025-07-18T19:15:24.220,CWE-918,6.5
