CVE,Date,CWE,Severity
CVE-2025-64232,2025-11-06T16:16:14.333,CWE-79,7.1
CVE-2025-31133,2025-11-06T19:15:41.343,CWE-61;CWE-363,7.8
CVE-2025-12486,2025-11-06T21:15:39.340,CWE-79,N/A
CVE-2025-11211,2025-11-06T22:15:39.083,CWE-125,7.5
CVE-2025-62630,2025-11-06T23:15:37.900,CWE-22,9.8
CVE-2025-64338,2025-11-07T05:16:10.167,N/A,N/A
CVE-2025-12860,2025-11-07T15:15:40.110,CWE-74;CWE-89,7.2
CVE-2025-58465,2025-11-07T16:15:41.230,CWE-79,5.4
CVE-2025-57697,2025-11-07T18:15:36.200,CWE-125,6.5
CVE-2025-36186,2025-11-07T19:16:24.943,CWE-250,7.8
CVE-2025-64442,2025-11-07T21:15:41.847,CWE-79,6.1
CVE-2025-12911,2025-11-08T00:15:35.913,CWE-451,4.3
CVE-2025-12042,2025-11-08T04:15:43.937,CWE-862,5.3
CVE-2025-11980,2025-11-08T10:15:40.887,CWE-89,4.9
CVE-2025-12923,2025-11-10T01:15:37.860,CWE-22,4.9
CVE-2025-62689,2025-11-10T05:15:49.087,CWE-122,8.7
CVE-2025-64685,2025-11-10T14:15:44.070,CWE-295,7.5
CVE-2025-63455,2025-11-10T17:15:34.803,CWE-121,7.5
CVE-2025-12433,2025-11-10T20:15:37.910,NVD-CWE-noinfo,4.3
CVE-2025-12728,2025-11-10T20:15:39.967,CWE-451,4.2
CVE-2025-64181,2025-11-10T22:15:36.933,CWE-457,2.0
CVE-2025-64519,2025-11-10T23:15:41.833,CWE-89,8.8
CVE-2025-42897,2025-11-11T01:15:38.640,CWE-522,5.3
CVE-2025-11856,2025-11-11T04:15:42.937,CWE-79,6.4
CVE-2025-12019,2025-11-11T04:15:45.797,CWE-79,4.4
CVE-2025-12662,2025-11-11T04:15:48.760,CWE-79,6.4
CVE-2025-5454,2025-11-11T07:15:34.937,CWE-35,6.7
CVE-2025-7430,2025-11-11T11:15:36.080,CWE-79,5.4
CVE-2025-12101,2025-11-11T14:15:35.110,CWE-79,5.9
CVE-2025-13023,2025-11-11T16:15:39.403,CWE-703,9.8
CVE-2025-20622,2025-11-11T17:15:40.720,CWE-226,3.8
CVE-2025-24862,2025-11-11T17:15:43.740,CWE-434,2.0
CVE-2025-30255,2025-11-11T17:15:46.830,CWE-787,8.2
CVE-2025-32449,2025-11-11T17:15:49.723,CWE-428,6.7
CVE-2025-61818,2025-11-11T17:15:52.617,CWE-416,7.8
CVE-2025-59514,2025-11-11T18:15:37.560,CWE-269,7.8
CVE-2025-60720,2025-11-11T18:15:40.400,CWE-126,7.8
CVE-2025-62200,2025-11-11T18:15:43.237,CWE-822,7.8
CVE-2025-62219,2025-11-11T18:15:49.570,CWE-362;CWE-415,7.0
CVE-2025-3717,2025-11-11T21:15:37.290,CWE-653,2.1
CVE-2025-12087,2025-11-12T05:15:39.020,CWE-639,4.3
CVE-2025-64403,2025-11-12T09:15:41.343,CWE-862,8.1
CVE-2025-40118,2025-11-12T11:15:41.117,N/A,N/A
CVE-2025-40135,2025-11-12T11:15:43.220,N/A,N/A
CVE-2025-40152,2025-11-12T11:15:45.143,N/A,N/A
CVE-2025-40169,2025-11-12T11:15:47.270,N/A,N/A
CVE-2025-11367,2025-11-12T16:15:35.353,CWE-502,9.8
CVE-2025-59491,2025-11-12T17:15:38.520,CWE-79,6.1
CVE-2025-63929,2025-11-12T19:15:37.890,CWE-476,7.5
CVE-2025-46608,2025-11-12T21:15:50.300,CWE-284,9.1
CVE-2025-40190,2025-11-12T22:15:45.960,N/A,N/A
CVE-2025-40207,2025-11-12T22:15:48.010,N/A,N/A
CVE-2025-64711,2025-11-13T03:16:29.143,CWE-79,5.4
CVE-2025-8397,2025-11-13T09:15:47.227,CWE-79,6.4
CVE-2025-64379,2025-11-13T10:15:53.710,CWE-862,4.3
CVE-2025-13116,2025-11-13T14:15:48.550,CWE-266;CWE-285,5.3
CVE-2025-60684,2025-11-13T16:15:52.337,CWE-121,6.5
CVE-2025-20349,2025-11-13T17:15:45.817,CWE-78,8.8
CVE-2025-60698,2025-11-13T18:15:53.880,CWE-77,7.3
CVE-2025-55810,2025-11-13T20:15:51.053,CWE-434,6.8
CVE-2025-36236,2025-11-13T22:15:50.700,CWE-22,9.1
CVE-2025-13161,2025-11-14T04:15:54.913,CWE-23,7.5
CVE-2025-64446,2025-11-14T16:15:58.567,CWE-23,9.8
CVE-2025-54560,2025-11-14T18:15:49.390,CWE-918,3.8
CVE-2025-13182,2025-11-14T21:15:43.797,CWE-79;CWE-94,3.5
CVE-2025-8386,2025-11-15T00:15:48.290,CWE-80,6.9
CVE-2025-13190,2025-11-15T07:15:46.157,CWE-119;CWE-121,8.8
CVE-2025-13209,2025-11-15T19:15:43.257,CWE-610;CWE-611,6.3
CVE-2025-13244,2025-11-16T09:15:42.050,CWE-79;CWE-94,6.1
CVE-2025-13260,2025-11-17T04:15:54.060,CWE-74;CWE-89,8.8
CVE-2025-13269,2025-11-17T08:16:24.387,CWE-74;CWE-89,8.8
CVE-2025-13286,2025-11-17T14:15:43.967,CWE-74;CWE-89,8.8
CVE-2025-62519,2025-11-17T17:15:50.400,CWE-89,7.2
CVE-2025-13298,2025-11-17T20:15:50.017,CWE-74;CWE-89,9.8
CVE-2025-36460,2025-11-17T23:15:52.497,CWE-805,7.3
CVE-2025-12974,2025-11-18T04:15:43.583,CWE-434,8.1
CVE-2025-12372,2025-11-18T09:15:47.920,CWE-862,4.3
CVE-2025-8605,2025-11-18T09:15:53.447,CWE-79,6.4
CVE-2025-4212,2025-11-18T10:15:50.073,CWE-79,7.2
CVE-2025-12545,2025-11-18T15:16:26.483,CWE-200,5.3
CVE-2025-12383,2025-11-18T16:15:42.867,CWE-362,9.4
CVE-2025-33183,2025-11-18T17:16:00.500,CWE-94,7.8
CVE-2025-56527,2025-11-18T17:16:04.760,CWE-256,7.5
CVE-2025-37155,2025-11-18T19:15:47.170,CWE-284,7.8
CVE-2025-61664,2025-11-18T19:15:50.610,CWE-825,4.9
CVE-2025-64324,2025-11-18T23:15:55.293,CWE-200;CWE-732,7.7
CVE-2025-65936,2025-11-19T04:16:05.760,N/A,N/A
CVE-2025-12842,2025-11-19T06:15:46.990,CWE-20,5.3
